TID,EN
TID_MECHANIC_WEAPON_DESC,"Джессі запускає енергетичну кулю. Після попадання в ціль куля відскакує до наступної цілі в діапазоні, вражаючи до трьох ворогів. Кожен відскок завдає на <damageDecayChain> менше шкоди."
TID_MECHANIC_ULTI,Скреппі!
TID_MECHANIC_ULTI_DESC,"Джессі розгортає гарматну вежу, яка автоматично стріляє у ворогів. Він виготовлений із 100% перероблених матеріалів!"
TID_SHAMAN,НІТА
TID_SHAMAN_DESC,"Ніта вражає своїх ворогів ударною хвилею. Її Суператака викликає величезного ведмедя, щоб битися на її боці!"
TID_SHAMAN_WEAPON,Створення канйонів
TID_SHAMAN_WEAPON_DESC,"Ніта посилає ударну хвилю, завдаючи шкоди ворогам, охопленим поштовхом."
TID_SHAMAN_ULTI,Ведмедик!
TID_SHAMAN_ULTI_DESC,"Ніта викликає Великого Ведмедика, щоб полювати на своїх ворогів."
TID_UNDERTAKER,МОРТІС
TID_UNDERTAKER_DESC,"Мортіс кидається вперед з кожним помахом лопати. У якості суператаки він посилає хмару кажанів, щоб завдати шкоди ворогам і вилікувати себе!"
TID_UNDERTAKER_WEAPON,Крута лопата
TID_UNDERTAKER_WEAPON_DESC,"Мортіс різким помахом лопати кидається вперед, створюючи для себе можливості для швидкого руху. Коли у нього будуть готові всі три боєприпаси, він отримає довший рух після короткої затримки."
TID_UNDERTAKER_ULTI,Життєва кров
TID_UNDERTAKER_ULTI_DESC,"Мортіс викликає рій кажанів-вампірів, які висмоктують здоров’я ворожих бешкетників, відновлюючи здоров'я мортісу. Страшно!"
TID_CROW,ВОРОН
TID_CROW_DESC,"Ворон стріляє трійкою отруєних кинджалів. Як суператаку, він стрибає, стріляючи кинджалами як при стрибку, так і при приземленні!"
TID_CROW_WEAPON,Гостра штучка
TID_CROW_WEAPON_DESC,"Ворон кидає три кинджали з отрутою. Вороги, вражені отруйними лезами, з часом отримають ушкодження, а всі лікувальні ефекти зменшаться на час."
TID_CROW_ULTI,Літаюча отрута
TID_CROW_ULTI_DESC,"Ворон піднімається в небо, кидаючи навколо себе кільце отруєних кинджалів як при зльоті, так і при посадці."
TID_DEAD_MARIACHI,ПОКО
TID_DEAD_MARIACHI_DESC,"Poco стріляє у ворогів звуковими хвилями. Його супер може зцілити як самого Поко, так і його напарників!"
TID_DEAD_MARIACHI_WEAPON,Сольний виступ
TID_DEAD_MARIACHI_WEAPON_DESC,"Поко гримає на гітарі, посилаючи вперед різаючі звукові хвилі. Вороги, вражені хвилями, отримують пошкодження."
TID_DEAD_MARIACHI_ULTI,Дружня музика
TID_DEAD_MARIACHI_ULTI_DESC,"Поко зцілює себе та всіх напарників, яких він може досягти, своєю піднесеною мелодією. Не впливає на ворогів."
TID_BOW_DUDE,БO
TID_BOW_DUDE_DESC,Бо пускає три вибухові стріли до своїх цілей. Його суператака розміщує на землі трійку прихованих вибухонебезпечних мін!
TID_BOW_DUDE_WEAPON,Око ярла
TID_BOW_DUDE_WEAPON_DESC,"Бо випускає трійку стріл, що вибухають, розриваючи ворогів, як кігті орла."
TID_BOW_DUDE_ULTI,Попався!
TID_BOW_DUDE_ULTI_DESC,"Бо ховає вибухові пастки в землі. Коли наближається ворог, міни вибухають через невелику затримку, відкидаючи та завдаючи шкоди ворогам."
TID_SNIPER,ПАЙПЕР
TID_SNIPER_DESC,"Снайперські постріли Пайпер завдають більше шкоди, чим далі вони рухаються. Її Супер скидає гранати їй під ноги, а сама Пайпер відскакує!"
TID_SNIPER_WEAPON,Пістосоля
TID_SNIPER_WEAPON_DESC,"Пайпер робить снайперський постріл з кінчика парасольки. Чим далі він летить, постріл стає більш енергійним!"
TID_SNIPER_ULTI,Вибухова штучка
TID_SNIPER_ULTI_DESC,"Пайпер відскакує, щоб уникнути настирливих залицяльників. Але вона залишає їм жіночу прихильність: живі гранати зі своєї підв’язки!"
TID_MINIGUN_DUDE,ПЕМ
TID_MINIGUN_DUDE_DESC,"Пэм стріляє з стегна, перчить мішені осколками. Її супер — це цілюща вежа, яка відновлює здоров’я їй та товаришам по команді!"
TID_MINIGUN_DUDE_WEAPON,Шторм ґайок
TID_MINIGUN_DUDE_WEAPON_DESC,Пем розбризкує велику площу сплесками металобрухту. Рекомендуємо використовувати захисні окуляри!
TID_MINIGUN_DUDE_ULTI,Мамин поцілунок
TID_MINIGUN_DUDE_ULTI_DESC,"Лікувальна турель Пем вилікує її та товаришів по команді, які залишаться в зоні її дії."
TID_BONE_THROWER,Bone Thrower
TID_BONE_THROWER_DESC,"There's nothing mini about this gunner! Handy with his massive machine gun, the Minigunner can mow down almost any number of bad guys. (Movement speed slow, immune to pushback)"
TID_BONE_THROWER_WEAPON,MINIGUN
TID_BONE_THROWER_WEAPON_DESC,The Minigunner makes wielding this massive machine gun easy. He can even walk while firing it full auto!
TID_BONE_THROWER_ULTI,BANDAGE DISPENSER
TID_BONE_THROWER_ULTI_DESC,Sometimes you get scratches and flesh wounds in a high-intensity firefight. The Bandage Dispenser helps keep your whole team in fighting shape!
TID_BLACK_HOLE,ТАРА
TID_BLACK_HOLE_DESC,"Атака трьох карт Тари пробиває ворогів. Її супер — це чорна діра, яка всмоктує всіх сусідніх ворогів, завдаючи шкоди!"
TID_BLACK_HOLE_WEAPON,Потрійні катрочки
TID_BLACK_HOLE_WEAPON_DESC,"Тара махає зап’ястям, викидуючи три карти, які пробивають ворогів. Неабиякий трюк!"
TID_BLACK_HOLE_ULTI,Гравітація
TID_BLACK_HOLE_ULTI_DESC,"Тара створює вражаючу гравітацію! Вороги в зоні дії втягуються, болісно розбиваючись."
TID_TURRET_DAMAGE,Шкода станції
TID_TURRET_HEALTH,Здоров'я станції
TID_STAT_DAMAGE_PER_SECOND,Шкода за секунду
TID_STAT_DAMAGE_PER_SECOND_EACH,Шкода за секунду
TID_STAT_DAMAGE_PER_STRIKE,Шкода за удар
TID_ROBOT,DEPUTY IRONS
TID_ROBOT_DESC,Built to serve. Deputized to destroy.
TID_ROBOT_WEAPON,ROCKET SNIPE
TID_ROBOT_WEAPON_DESC,Deputy Irons shoots an explosive rocket at extreme ranges with mechanical precision.
TID_ROBOT_ULTI,CROWD CONTROL
TID_ROBOT_ULTI_DESC,"When extreme measures are called for, Deputy Irons can rain down a barrage of rockets on the unruly crowd."
TID_ARMOR_STAT,Здоров'я
TID_HEALTH,Здоров'я
TID_STAT_GRENADE_DAMAGE,Пошкодження за гранату
TID_STAT_MISSILE_DAMAGE,Пошкодження за ракету
TID_STAT_HEALTH,Кількість пошкоджень
TID_STAT_SPEED,Швидкість
TID_STAT_DAMAGE,Пошкодження
TID_STAT_DAMAGE_SPECIAL_TARGETS,Пошкодження до спеціальних ворогів
TID_STAT_DAMAGE_PER_SHOT,Пошкодження за аттаку
TID_STAT_DAMAGE_PER_SHELL,Пошкодження за снаряд
TID_STAT_HAMMER_DAMAGE,Пошкодження за 0.2 сек
TID_STAT_DAMAGE_OR_HEAL,Пошкодження / зцілення
TID_HERO_INFO_MAX_BOUNCES,Максимальне відскакування
,Зменшення зцілення
TID_BATTLE,ГОТОВІ
TID_QUIT,Вийти
TID_MATCHMAKING_QUIT,Вийти
TID_MATCHMAKING_HEADING,Пошук гравців
TID_MATCHMAKING_TIME_LABEL,Битва починається за:
TID_MATCHMAKING_PLAYERS,Гравців знайдено: <x>/<y>
TID_BUTTON_CANCEL,Скасувати
TID_BUTTON_OK,ОК
TID_ENTER_NAME_TITLE,Вітаємо в Бравл Старс
TID_ENTER_NAME_BODY,Яке твоє ім'я?
TID_TIME_DAYS,д
TID_TIME_HOURS,г
TID_TIME_MINS,хв
TID_TIME_SECS,сек
TID_MATCHMAKING_TIME,Час до початку <TIME>
TID_SUPERCELL_ID_TITLE,СуперСел ID
TID_SUPERCELL_ID_BUTTON_CONNECTED,Підключено
TID_SUPERCELL_ID_BUTTON_DISCONNECTED,Підключити
TID_SUPERCELL_ID_LOGIN_BUTTON,Увійти
TID_SUPERCELL_ID_NEW_GAME_BUTTON,Грати без
TID_CANNOT_SWITCH_TO_ACCOUNT_WITHOUT_SUPERCELL_ID,Ти хочеш загрузити інший прогрес з рівнем <number>? Загрузи його за допомогою суперсел ІД.
TID_ERROR_POP_UP_OUT_OF_SYNC_TITLE,Помилка!
TID_ERROR_POP_UP_OUT_OF_SYNC,Клієнт і сервер не синхронізовані!
TID_ERROR_POP_UP_OUT_OF_SYNC_BUTTON,Перезавантажте гру
TID_ERROR_POP_UP_CONNECTION_FAILED_TITLE,Помилка підключення
TID_ERROR_POP_UP_CONNECTION_FAILED,Неможливо підключитись до сервера. Перевірте з'єднання з Інтернетом і спробуйте ще раз.
TID_ERROR_POP_UP_CONNECTION_FAILED_BUTTON,Спробуйте ще раз
TID_ERROR_POP_UP_LOGIN_FAILED_TITLE,Вхід НЕ виконано
TID_ERROR_POP_UP_LOGIN_FAILED,Будь ласка спробуйте ще раз пізніше
TID_ERROR_POP_UP_LOGIN_FAILED_BUTTON,Спробуй ще раз
TID_ERROR_POP_UP_AUTO_DISCONNECTED_TITLE,Хтось там?
TID_ERROR_POP_UP_AUTO_DISCONNECTED,Натисни на кнопку знизу щоб перезавантажити гру
TID_ERROR_POP_UP_AUTO_DISCONNECTED_BUTTON,Перезавантажити гру
TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_TITLE,Оновлення доступне!
TID_ERROR_POP_UP_WRONG_CLIENT_VERSION,Хороші новини! Доступна нова версія бравл старсу
TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_BUTTON,Оновлення
TID_ERROR_POP_UP_SERVER_MAINTENANCE_TITLE,Перерва на технічне обслуговування
TID_ERROR_POP_UP_SERVER_MAINTENANCE,"Вибачте, сервери на технічному обслуговуванні. Будь ласка спробуйте ще раз."
TID_ERROR_POP_UP_SERVER_MAINTENANCE_BUTTON,Попробуй ще раз
TID_ERROR_POP_UP_BANNED_TITLE,Тебе забанили :(
TID_ERROR_POP_UP_BANNED,Тебе тимчасово забанили
TID_ERROR_POP_UP_BANNED_BUTTON,ОК
TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS,Написати до підтримки
TID_ERROR_POP_UP_BANNED_ARTICLE_BUTTON,Більше інформації
TID_INFO_POP_UP_IAP_NOTE_TITLE,Важливе повідомлення
TID_INFO_POP_UP_IAP_NOTE,"У Бравл Старс можна грати безкоштовно, але ви можете прискорити прогрес за допомогою покупок у додатку (ви можете вимкнути це в налаштуваннях свого пристрою). Торкніться ОК, щоб прийняти наші умови та політику конфіденційності."
TID_INFO_POP_UP_IAP_NOTE_BUTTON,ОК
TID_SERVER_ERROR_TITLE,Помилка сервера <number>
TID_SERVER_ERROR,Ти був відключений під час битви
TID_SERVER_ERROR_BUTTON,ОК
TID_ERROR_POP_UP_CONNECTION_LOST_TITLE,Підключення відсутнє
TID_ERROR_POP_UP_CONNECTION_LOST,"Будь ласка, спробуйте увійти ще раз!"
TID_ERROR_POP_UP_CONNECTION_LOST_BUTTON,Повторити вхід
TID_TROPHIES,Кубки
TID_PRACTICE,ПРАКТИКА
TID_READY,ГОТОВІ
TID_BATTLE_END_TITLE_VICTORY,ВИГРАШ!
TID_BATTLE_END_TITLE_DEFEAT,ПРОГРАШ
TID_BATTLE_END_TITLE_DRAW,НІЧИЯ
TID_BATTLE_END_DEATHMATCH_VICTORY,Ви №1!
TID_BATTLE_END_DEATHMATCH_DEFEAT,РАНГ: <RANK>
TID_BATTLE_END_TVST_DRAW_DESC,"Бій завершився в нічию, оскільки обидві команди зібрали однакову кількість гемів!"
TID_BATTLE_END_TITLE_RAID_BOSS_VICTORY,CHALLENGE: <LEVEL> CLEARED!
TID_BATTLE_END_TITLE_RAID_BOSS_DEFEAT,ПРОГРАШ
TID_BATTLE_END_RETURN_HOME,ВИЙТИ
TID_BATTLE_END_NEXT,Наступний
TID_BATTLE_END_TAP,Натисни щоб продовжити
TID_BATTLE_END_NO_PRACTISE_TROPHIES,ПРАКТИКА НЕ ДАЄ ТРОФЕЇВ
TID_BATTLE_END_XP_CAPPED,Весь досвід за сьогодні
TID_BATTLE_END_PLAY_AGAIN,ГРАТИ ЩЕ РАЗ
TID_BATTLE_END_PLAY_AGAIN_CANCEL,СКАСУВАТИ
TID_BATTLE_END_PLAY_AGAIN_READY_PLAYERS,<WAITING>/<TOTAL>
TID_BATTLE_END_PLAY_AGAIN_PLAYERS,<caaaaaa><TOTAL></c>
TID_BATTLE_END_PLAY_AGAIN_TIMER,<TIME>
TID_BATTLE_END_NEW_MEMBER_TO_GAMEROOM,<NAME> Приєднався до тебе!
TID_BATTLE_END_OVERWHELMING_VICTORY,Епічний виграш
TID_BATTLE_END_OVERWHELMING_VICTORY_LONG,Епічний виграш
TID_RESPAWNING,Повернення через:\n<n1>
TID_TEAMS_POPUP_TITLE,КОМАНДИ
TID_TEAMS_POPUP_SUBTITLE_IN_CLAN,Клуб і Друзі
TID_TEAMS_POPUP_SUBTITLE_NOT_IN_CLAN,"ПРИЄДНУЙТЕСЬ ДО КЛУБУ, ЩОБ ДИВИТИСЯ АКТИВНІ БИТВИ ТУТ"
TID_TEAMS_POPUP_SEARCH,ПРИЄДНАТИСЯ ЗА КОДОМ
TID_TEAMS_POPUP_CREATE,СТВОРИТИ КОМАНДУ
TID_TEAM_SEARCH_POPUP_TITLE,ПРИЄДНАТИСЯ З КОДОМ
TID_TEAM_SEARCH_POPUP_SEARCH,ПРИЄДНАТИСЯ З КОДОМ
TID_TEAM_JOIN_ROOM_CODE,ПИШИ КОД ТУТ...
TID_TEAM_CHANGE_MAP,ЗМІНИТИ
TID_TEAM_TYPE_INFO_0,Рангований
TID_TEAM_TYPE_INFO_1,Дружній
TID_TEAM_TYPE_INFO_2,Спеціальний
TID_TEAM_MEMBER_LEFT_0,Ви покинули команду.
TID_TEAM_MEMBER_LEFT_1,Вас вигнали з команди.
TID_TEAM_MEMBER_LEFT_2,"Команда розпалася, оскільки захід закінчився."
TID_TEAM_MEMBER_LEFT_3,"Команда розпалася, оскільки творець команди вийшов."
TID_TEAM_MEMBER_LEFT_4,Гру в чемпіонат скасовано
TID_TEAM_MEMBER_LEFT_5,Гра в чемпіонат закінчилася
TID_TEAM_MEMBER_LEFT_6,Гра в чемпіонат закінчилася
TID_TEAM_GAME_STARTING,Битва починається
TID_TEAM_CODE_COPIED,Код скопійовано до буферу обміну
TID_TEAM_MEMBER_INVITE_STATUS_1,<c00ff00>ЗАПИТ ОЧІКУЄТЬСЯ</c>
TID_TEAM_MEMBER_INVITE_STATUS_2,<ccc0000>ВІДХИЛЕНО</c>
TID_TEAM_MEMBER_INVITE_STATUS_3,<c0000cc>ЦІЛЬ ОФЛАЙН</c>
TID_TEAM_MEMBER_CANCEL_INVITE_INFO,Натисни щоб скасувати
TID_TEAM_ERROR_1,Помилка сервера команд
TID_TEAM_ERROR_2,Неможна приєднатися. Команда повна
TID_TEAM_ERROR_3,Неможливо приєднатися. Команда вже розпалася.
TID_TEAM_ERROR_5,Невірний код команди. Будь ласка перевір чи код правильний
TID_TEAM_ERROR_6,Не можу знайти команду з цим кодом
TID_TEAM_ERROR_7,Не можна приєднації до команди. Тебе викинули
TID_TEAM_ERROR_8,Перевірте сторонні налаштування. Жодна сторона не може мати більше 3 гравців.
TID_TEAM_ERROR_10,Не вдається створити команду. Ви вже в команді.
TID_TEAM_ERROR_11,Не вдається створити команду. Термін дії події минув.
TID_TEAM_ERROR_12,Не можна пирєднатися до команди. Команда закінчилася
TID_TEAM_ERROR_14,Не можна створити команду. Режим не підтримує команди
TID_TEAM_ERROR_15,Не можна приєднатися до команди. Команда не в твоєму регіоні.
