TID,DE
TID_CACTUS_DESC,"Спайк кидає кактусові гранати, від яких летять голки, і шоу-стоп Супер: поле кактусових шипів, яке уповільнює і завдає шкоди ворогам!"
TID_CACTUS_WEAPON,ГОЛЧАСТА ГРАНАТА
TID_CACTUS_WEAPON_DESC,"Спайк стріляє з маленького кактуса, який вибухає, стріляючи шипами в різні сторони."
TID_CACTUS_ULTI,ЗАЛИШАЙСЯ ТУТ!
TID_CACTUS_ULTI_DESC,"Спайк кидає колючий гранату. Вороги, які опинилися в зоні вибуху, отримують шкоди і сповільнюються."
TID_BARKEEP,ЯЧМІНЬ
TID_BARKEEP_DESC,"Ячмінь атакує, кидаючи пляшки у ворогів, завдаючи бризками шкоди. Його Супер - це величезний шквал гарячих пляшок!"
TID_BARKEEP_WEAPON,НЕРОЗБАВЛЕНИЙ
TID_BARKEEP_WEAPON_DESC,"Барле кидає пляшку, розбиваючи її об землю. Вороги отримують шкоди від бризок і ще більшої шкоди з плином часу, якщо вони залишаються у калюжі."
TID_BARKEEP_ULTI,ОСТАННІЙ ДЗВІНОК
TID_BARKEEP_ULTI_DESC,"Барле жбурляє шквал вогняних пляшок, охоплюючи полум'ям величезну площу. Це за рахунок закладу!"
TID_MECHANIC,ДЖЕССІ
TID_MECHANIC_DESC,"Ударна гвинтівка Джессі стріляє енергетичними кулями, які відскакують від ворогів. Її Супер розгортає симпатичну, але смертоносну орудийную вежу!"
TID_MECHANIC_WEAPON,УДАРНА ГВИНТІВКА
TID_MECHANIC_WEAPON_DESC,"Джессі запускає енергетичний куля. Після попадання в ціль м'яч відскакує до наступної цілі в радіусі дії, вражаючи до трьох ворогів. Кожен відскік завдає <damageDecayChain> менше шкоди."
TID_MECHANIC_ULTI,СКРАППИ!
TID_MECHANIC_ULTI_DESC,"Джессі розгортає орудийную вежу, яка автоматично стріляє по ворогам. Він зроблений з 100% перероблених матеріалів!"
TID_SHAMAN,НІТА
TID_SHAMAN_DESC,"Ніта вражає своїх ворогів громовий ударною хвилею. Її Супер викликає величезного ведмедя, щоб битися поруч з нею!"
TID_SHAMAN_WEAPON,РОЗРИВ
TID_SHAMAN_WEAPON_DESC,"Ніта посилає вперед ударну хвилю, завдаючи шкоди ворогам, що потрапили в тремтіння."
TID_SHAMAN_ULTI,ВЛАДНИЙ
TID_SHAMAN_ULTI_DESC,"Ніта закликає дух Великого Ведмедика, щоб вистежити своїх ворогів."
TID_UNDERTAKER,MORTIS
TID_UNDERTAKER_DESC,"Мортис кидається вперед з кожним помахом лопати. Як його Супер атака, він посилає хмара летючих мишей, щоб завдати шкоди ворогам і зцілити себе!"
TID_UNDERTAKER_WEAPON,РОЗМАХ ЛОПАТИ
TID_UNDERTAKER_WEAPON_DESC,"Мортис кидається вперед з різким помахом лопати, створюючи для себе ділові можливості. Коли у нього будуть готові всі три тире, він отримає більш довгий тире після короткої затримки."
TID_UNDERTAKER_ULTI,ЖИТТЯ КРОВ
TID_UNDERTAKER_ULTI_DESC,"Мортис викликає рой летючих мишей-вампірів, що висмоктують здоров'я ворожих забіяк, відновлюючи його. Стрьомно!"
TID_CROW,ВОРОНА
TID_CROW_DESC,"Ворон стріляє трьома отруєними кинджалами. Як Супер хід він стрибає, стріляючи кинджалами як при стрибку, так і при приземленні!"
TID_CROW_WEAPON,ВИКИДНИЙ НІЖ
TID_CROW_WEAPON_DESC,"Ворон кидає потрійну загрозу кинджалами. Вороги, уражені отруєними клинками, будуть отримувати шкоди з плином часу, і всі лікувальні ефекти будуть зменшені на час дії."
TID_CROW_ULTI,СВУП
TID_CROW_ULTI_DESC,"Ворон злітає в небо, розкидаючи навколо себе кільце отруєних кинджалів як при зльоті, так і при посадці."
TID_DEAD_MARIACHI,POCO
TID_DEAD_MARIACHI_DESC,"Поко стріляє у ворогів руйнівними звуковими хвилями. Його Супер може зцілити як самого Спокою, так і його товаришів по команді!"
TID_DEAD_MARIACHI_WEAPON,СИЛОВИЙ АКОРД
TID_DEAD_MARIACHI_WEAPON_DESC,"Поко бринькає на своїй гітарі, посилаючи вперед струшують кістки звукові хвилі. Вороги, уражені хвилями, отримують шкоди."
TID_DEAD_MARIACHI_ULTI,БІС
TID_DEAD_MARIACHI_ULTI_DESC,Поко зцілює себе і всіх друзів своєї підбадьорливої мелодією. Не впливає на ворогів.
TID_BOW_DUDE,БО
TID_BOW_DUDE_DESC,Бо випускає три розривні стріли в бік своїх цілей. Його суперспособность поміщає на землю три приховані вибухонебезпечні міни!
TID_BOW_DUDE_WEAPON,ОРЛИНИЙ ПОГЛЯД
TID_BOW_DUDE_WEAPON_DESC,"Бо випускає три вибухають стріли, розриваючи ворогів, як орлині кігті."
TID_BOW_DUDE_ULTI,ЗЛОВИТИ ЛИСИЦЮ
TID_BOW_DUDE_ULTI_DESC,"Бо ховає в землі вибухові пастки. При спрацьовуванні ворогом пастки вибухають після невеликої затримки, відкидаючи назад і наносячи шкоди ворогам."
TID_SNIPER,ПАЙПЕР
TID_SNIPER_DESC,"Снайперські постріли Пайпер завдають більше шкоди, чим далі вони просуваються. Її Супер кидає гранати їй під ноги, а сама Пайпер відскакує в сторону!"
TID_SNIPER_WEAPON,ГАНБРЕЛЛА
TID_SNIPER_WEAPON_DESC,"Пайпер стріляє снайперським пострілом з кінчика свого парасольки. Постріл отримує більше умпф, чим далі він летить!"
TID_SNIPER_ULTI,ПОППИН
TID_SNIPER_ULTI_DESC,"Пайпер відскакує в сторону, щоб уникнути настирливих залицяльників. Проте вона залишає їм дамську милість: живі гранати з її підв'язки!"
TID_MINIGUN_DUDE,ПЕМ
TID_MINIGUN_DUDE_DESC,"Пем стріляє від стегна, обсипаючи мішені шрапнеллю. Її Супер-це цілюща вежа, яка відновлює здоров'я її і товаришів по команді!"
TID_MINIGUN_DUDE_WEAPON,SCRAPSTORM
TID_MINIGUN_DUDE_WEAPON_DESC,Пем обприскує велику площу вибухами металобрухту. Раджу захисні окуляри!
TID_MINIGUN_DUDE_ULTI,МАМИН ПОЦІЛУНОК
TID_MINIGUN_DUDE_ULTI_DESC,"Цілюща вежа Пем виправить її і товаришів по команді, які залишаться в зоні її дії."
TID_BONE_THROWER,Метальник кісток
TID_BONE_THROWER_DESC,"У цьому наводчике немає нічого міні -! Маючи під рукою свій масивний кулемет, Миниганнер може скосити майже будь-яку кількість поганих хлопців. (Швидкість руху повільна, несприйнятливість до відштовхування)"
TID_BONE_THROWER_WEAPON,МІНІГАН
TID_BONE_THROWER_WEAPON_DESC,"Миниганнер полегшує управління цим масивним кулеметом. Він навіть може ходити, стріляючи на повному автоматі!"
TID_BONE_THROWER_ULTI,ДОЗАТОР БИНТІВ
TID_BONE_THROWER_ULTI_DESC,Іноді ви отримуєте подряпини і тілесні рани в інтенсивну перестрілку. Дозатор бинтів допомагає підтримувати всю вашу команду в бойовій формі!
TID_BLACK_HOLE,ТАРА
TID_BLACK_HOLE_DESC,"Потрійна атака таро Тари пронизує ворогів наскрізь. Її Супер-чорна діра, яка засмоктує всіх найближчих ворогів, завдаючи шкоди!"
TID_BLACK_HOLE_WEAPON,ПОТРІЙНЕ ТАРО
TID_BLACK_HOLE_WEAPON_DESC,"Тара клацає зап'ястям, зриваючи три карти Таро, які пронизують ворогів наскрізь. Оце фокус!"
TID_BLACK_HOLE_ULTI,ГРАВІТАЦІЯ
TID_BLACK_HOLE_ULTI_DESC,"Тара викликає в уяві запаморочливий гравітаційний колодязь! Вороги в зоні дії втягуються всередину, боляче врізаючись один в одного."
TID_TURRET_DAMAGE,Пошкодження вежі
TID_TURRET_HEALTH,Здоров'я вежі
TID_STAT_DAMAGE_PER_SECOND,Шкоди в секунду
TID_STAT_DAMAGE_PER_SECOND_EACH,Шкоди в секунду
TID_STAT_DAMAGE_PER_STRIKE,Шкоди за удар
TID_ROBOT,ЗАСТУПНИК АЙРОНСА
TID_ROBOT_DESC,"Створений, щоб служити. Уповноважений знищувати."
TID_ROBOT_WEAPON,РАКЕТНИЙ БЕКАС
TID_ROBOT_WEAPON_DESC,Помічник шерифа Айронс стріляє вибуховою ракетою на граничних відстанях з механічною точністю.
TID_ROBOT_ULTI,КОНТРОЛЬ НАТОВПУ
TID_ROBOT_ULTI_DESC,"Коли потрібні крайні заходи, заступник Айронса може обрушити шквал ракет на некеровану юрбу."
TID_ARMOR_STAT,Охорона здоров'я
TID_HEALTH,Охорона здоров'я
TID_STAT_GRENADE_DAMAGE,Шкода на гранату
TID_STAT_MISSILE_DAMAGE,Шкода на ракету
TID_STAT_HEALTH,Хіт-пойнти
TID_STAT_SPEED,Швидкість
TID_STAT_DAMAGE,Збиток
TID_STAT_DAMAGE_SPECIAL_TARGETS,Шкоди спеціальним цілям
TID_STAT_DAMAGE_PER_SHOT,Шкоди за кулю
TID_STAT_DAMAGE_PER_SHELL,Шкоди за снаряд
TID_STAT_HAMMER_DAMAGE,"Шкоди кожні 0,2 секунди"
TID_STAT_DAMAGE_OR_HEAL,Утрата / Зцілення
TID_HERO_INFO_MAX_BOUNCES,Макс відскакує
TID_HERO_INFO_HEAL_REDUCTION,Зменшення загоєння
TID_BATTLE,СЛУХАТИ
TID_QUIT,Вихід
TID_MATCHMAKING_QUIT,Вихід
TID_MATCHMAKING_HEADING,Пошук гравців
TID_MATCHMAKING_TIME_LABEL,Битва починається у:
TID_MATCHMAKING_PLAYERS,Знайдені гравці <x>/<y>
TID_BUTTON_CANCEL,Скасування
TID_BUTTON_OK,ОК
TID_ENTER_NAME_TITLE,Ласкаво просимо в Brawl Stars!
TID_ENTER_NAME_BODY,Як тебе звуть?
TID_TIME_DAYS,d
TID_TIME_HOURS,h
TID_TIME_MINS,m
TID_TIME_SECS,s
TID_MATCHMAKING_TIME,Час для початку <ЧАС>
TID_SUPERCELL_ID_TITLE,Ідентифікатор суперячейки
TID_SUPERCELL_ID_BUTTON_CONNECTED,Підключений
TID_SUPERCELL_ID_BUTTON_DISCONNECTED,Контакти
TID_SUPERCELL_ID_LOGIN_BUTTON,Вхід
TID_SUPERCELL_ID_NEW_GAME_BUTTON,Грати без
TID_CANNOT_SWITCH_TO_ACCOUNT_WITHOUT_SUPERCELL_ID,"Ви хочете завантажити ще один прогрес з XP level <number>? Завантажте його, увійшовши в систему зі своїм ідентифікатором Supercell ID."
TID_ERROR_POP_UP_OUT_OF_SYNC_TITLE,Помилка!
TID_ERROR_POP_UP_OUT_OF_SYNC,Клієнт і сервер не синхронізовані!
TID_ERROR_POP_UP_OUT_OF_SYNC_BUTTON,Перезавантаження гри
TID_ERROR_POP_UP_CONNECTION_FAILED_TITLE,Помилка підключення
TID_ERROR_POP_UP_CONNECTION_FAILED,Не вдається підключитися до сервера. Перевірте підключення до Інтернету і повторіть спробу.
TID_ERROR_POP_UP_CONNECTION_FAILED_BUTTON,Спробуй ще раз
TID_ERROR_POP_UP_LOGIN_FAILED_TITLE,Не вдалося увійти в систему
TID_ERROR_POP_UP_LOGIN_FAILED,"Будь ласка, спробуйте ще раз пізніше."
TID_ERROR_POP_UP_LOGIN_FAILED_BUTTON,Спробуй ще раз
TID_ERROR_POP_UP_AUTO_DISCONNECTED_TITLE,Там є хто-небудь?
TID_ERROR_POP_UP_AUTO_DISCONNECTED,"Натисніть кнопку нижче, щоб перезавантажити гру."
TID_ERROR_POP_UP_AUTO_DISCONNECTED_BUTTON,Перезавантаження гри
TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_TITLE,Оновлення доступно!
TID_ERROR_POP_UP_WRONG_CLIENT_VERSION,Хороші новини! Доступна нова версія Brawl Stars.
TID_ERROR_POP_UP_WRONG_CLIENT_VERSION_BUTTON,Оновити
TID_ERROR_POP_UP_SERVER_MAINTENANCE_TITLE,Перерва на технічне обслуговування
TID_ERROR_POP_UP_SERVER_MAINTENANCE,"На жаль, сервери знаходяться в процесі технічного обслуговування. Будь ласка, спробуйте ще раз пізніше."
TID_ERROR_POP_UP_SERVER_MAINTENANCE_BUTTON,Спробуй ще раз
TID_ERROR_POP_UP_BANNED_TITLE,Ви були забанені!
TID_ERROR_POP_UP_BANNED,Ви були тимчасово забанені
TID_ERROR_POP_UP_BANNED_BUTTON,Добре
TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS,Звернутися до служби підтримки
TID_ERROR_POP_UP_BANNED_ARTICLE_BUTTON,Детальна інформація
TID_INFO_POP_UP_IAP_NOTE_TITLE,Важливе зауваження
TID_INFO_POP_UP_IAP_NOTE,"Brawl Stars можна грати безкоштовно, але ви можете прискорити прогрес з допомогою покупок у додатку (ви можете вимкнути в налаштуваннях вашого пристрою). Натисніть Ок, щоб прийняти наші Умови і політика конфіденційності."
TID_INFO_POP_UP_IAP_NOTE_BUTTON,Добре
TID_SERVER_ERROR_TITLE,Помилка сервера <номер>
TID_SERVER_ERROR,Ви були відключені під час бою.
TID_SERVER_ERROR_BUTTON,Добре
TID_ERROR_POP_UP_CONNECTION_LOST_TITLE,З'єднання втрачено
TID_ERROR_POP_UP_CONNECTION_LOST,"Будь ласка, спробуйте увійти ще раз!"
TID_ERROR_POP_UP_CONNECTION_LOST_BUTTON,Повторіть спробу входу в систему
TID_TROPHIES,Трофеї
TID_PRACTICE,ПРАКТИКА
TID_READY,Готові
TID_BATTLE_END_TITLE_VICTORY,ПЕРЕМОГА!
TID_BATTLE_END_TITLE_DEFEAT,ПОРАЗКА
TID_BATTLE_END_TITLE_DRAW,Нічия
TID_BATTLE_END_DEATHMATCH_VICTORY,Ти - №1!
TID_BATTLE_END_DEATHMATCH_DEFEAT,Ранг: <РАНГ>
TID_BATTLE_END_TVST_DRAW_DESC,"Битва закінчилася внічию, тому що обидві команди зібрали однакову кількість дорогоцінних каменів!"
TID_BATTLE_END_TITLE_RAID_BOSS_VICTORY,ВИКЛИК: <РІВЕНЬ> ОЧИЩЕНИЙ!
TID_BATTLE_END_TITLE_RAID_BOSS_DEFEAT,ПОРАЗКА
TID_BATTLE_END_RETURN_HOME,ВИХІД
TID_BATTLE_END_NEXT,Далі
TID_BATTLE_END_TAP,"натисніть, щоб продовжити"
TID_BATTLE_END_NO_PRACTISE_TROPHIES,ЖОДНИХ ТРОФЕЇВ З ТРЕНУВАННЯ
TID_BATTLE_END_XP_CAPPED,Весь досвід зібраний на сьогоднішній день
TID_BATTLE_END_PLAY_AGAIN,ЗІГРАЙ ЩЕ РАЗ
TID_BATTLE_END_PLAY_AGAIN_CANCEL,Скасування
TID_BATTLE_END_PLAY_AGAIN_READY_PLAYERS,<ОЧІКУВАННЯ>/<РАЗОМ>
TID_BATTLE_END_PLAY_AGAIN_PLAYERS,<caaaaaa><ВСЬОГО></c>
TID_BATTLE_END_PLAY_AGAIN_TIMER,<ЧАС>
TID_BATTLE_END_NEW_MEMBER_TO_GAMEROOM,<ІМ'Я> приєднався до команди
TID_BATTLE_END_OVERWHELMING_VICTORY,ЕПІЧНА ПЕРЕМОГА
TID_BATTLE_END_OVERWHELMING_VICTORY_LONG,ЕПІЧНА ПЕРЕМОГА
TID_RESPAWNING,Тому в:\n<n1>
TID_TEAMS_POPUP_TITLE,Команди
TID_TEAMS_POPUP_SUBTITLE_IN_CLAN,Клубні та Дружні Команди
TID_TEAMS_POPUP_SUBTITLE_NOT_IN_CLAN,"ПРИЄДНУЙТЕСЬ ДО КЛУБУ, ЩОБ ПОБАЧИТИ АКТИВНІ БОЇ ТУТ"
TID_TEAMS_POPUP_SEARCH,ПРИЄДНУЙТЕСЬ ЗА ДОПОМОГОЮ КОДУ
